player_id,player_name,season,completions_total,attempts_total,passing_yards_total,passing_tds_total,interceptions_total,sacks_total,sack_yards_total,passing_air_yards_total,passing_yards_after_catch_total,passing_first_downs_total,carries_total,rushing_yards_total,rushing_tds_total,rushing_fumbles_total,rushing_first_downs_total,receptions_total,targets_total,receiving_yards_total,receiving_tds_total,receiving_air_yards_total,receiving_yards_after_catch_total,receiving_first_downs_total,fantasy_points_total,fantasy_points_ppr_total,games_played,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,sacks_avg,sack_yards_avg,passing_air_yards_avg,passing_yards_after_catch_avg,passing_first_downs_avg,passing_epa_avg,pacr_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,rushing_fumbles_avg,rushing_first_downs_avg,rushing_epa_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,receiving_yards_after_catch_avg,receiving_first_downs_avg,receiving_2pt_conversions_avg,racr_avg,target_share_avg,air_yards_share_avg,wopr_avg,fantasy_points_avg,fantasy_points_ppr_avg,position,green_zone_carries,HVTs,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,routes,yprr,down_1_position,down_1_team,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_3_position,down_3_team,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,routes_per_game,TPRR,firstDPRR
00-0030090,Micah Hyde,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0030097,David Quessenberry,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6.1,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0.038,0.007,0.062,6.1,7.1,OL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,OL,TEN,0,0,0,0,0,0,0,1,1,1,1,14,12,7,4,3,1,267,174,105,0,0,0,1,1,0,0,0,0,0,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
00-0030108,Ryan Griffin,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,320,5,223,182,19,64,98,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615,3.154,24.615,0.385,17.154,14,1.462,0.077,1.155,0.097,0.06,0.187,4.923,7.538,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,1.12,TE,NYJ,0,0,0,0,0,0,0,24,20,190,10,138,142,88,10,39,11,203,205,124,0,0,0,7.917,9.5,0,0,0,0,0,NA,0,2.182,1.818,17.273,TE,NYJ,0,0,0,0,0,0,0,3,2,30,2,8,27,14,2,10,3,43,170,81,0,0,0,10,15,0,0,0,0,0,NA,0,1,0.667,10,21.923,0.144,0.067
00-0030147,Russell Shepard,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,25,0,72,13,1,2.5,5.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,12.5,0,36,6.5,0.5,0,0.73,0.104,0.103,0.227,1.25,2.75,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.292,0,-0.313,0,-0.73,0,0.125,0,0.625,0,0.25,NA,NA,NA,53,0.47,WR,NYG,0,0,0,0,0,0,0,2,1,7,0,22,33,21,3,8,2,196,246,160,0,0,0,3.5,7,0,0,0,0,0,NA,0,1,0.5,3.5,WR,NYG,0,0,0,0,0,0,0,3,0,0,0,3,22,8,2,7,2,35,177,94,0,0,0,0,0,0,0,0,0,0,NA,0,1.5,0,0,26.5,0.151,0.019
00-0030155,Demetrius Harris,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,149,3,170,68,10,34.9,49.9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,2.077,11.462,0.231,13.077,5.231,0.769,0.077,0.74,0.063,0.049,0.129,2.685,3.838,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,0.67,TE,CLE,0,0,0,0,0,0,0,7,4,36,3,72,80,44,7,23,6,229,216,122,0,0,0,5.143,9,0,0,0,0,0,NA,0,1.167,0.667,6,TE,CLE,0,0,0,0,0,0,0,5,3,26,3,6,45,21,2,14,4,36,160,76,0,0,0,5.2,8.667,0,0,0,0,0,NA,0,1.25,0.75,6.5,17.154,0.121,0.045
00-0030181,Jack Doyle,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,72,448,4,491,216,29,68.8,111.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.867,4.8,29.867,0.267,32.733,14.4,1.933,0,1.563,0.153,0.127,0.319,4.587,7.453,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,1.22,TE,IND,0,0,0,0,0,0,0,28,15,145,7,189,183,107,28,47,13,234,213,125,0,0,0,5.179,9.667,0,0,0,0,0,NA,0,2.154,1.154,11.154,TE,IND,0,0,0,0,0,0,0,26,16,198,16,35,136,76,21,50,13,47,160,87,0,0,0,7.615,12.375,0,0,0,0,0,NA,0,2,1.231,15.231,24.4,0.197,0.079
00-0030197,Deon Lacey,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0.023,0.07,0.083,0,0,LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
00-0030216,Josh Hill,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,226,3,173,159,13,40.6,65.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923,2.692,17.385,0.231,13.308,12.231,1,0,1.067,0.08,0.066,0.166,3.123,5.046,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,0.98,TE,NO,0,0,0,0,0,0,0,18,15,121,7,148,152,113,18,59,10,233,234,174,0,0,0,6.722,8.067,0,0,0,0,0,NA,0,1.8,1.5,12.1,TE,NO,0,0,0,0,0,0,0,6,5,82,4,20,47,29,10,21,5,47,145,85,0,0,0,13.667,16.4,0,0,0,0,0,NA,0,1.2,1,16.4,17.692,0.152,0.057
00-0030279,Keenan Allen,2019,0,0,0,0,0,0,0,0,0,0,3,16,0,0,1,104,149,1199,6,1506,369,63,157.5,261.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.188,1,0,0,0.062,-0.014,6.5,9.312,74.938,0.375,94.125,23.062,3.938,0,0.987,0.259,0.296,0.596,9.844,16.344,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.474,0.856,0.562,0.436,-0.073,0.576,0.094,0.034,0.114,0.228,0.255,0.275,NA,NA,NA,596,2.01,WR,LAC,0,0,0,0,3,16,1,49,35,373,15,218,237,164,27,75,16,218,237,164,0,0,5.333,7.612,10.657,0,0,0,0,0.188,5.333,0.062,3.062,2.188,23.312,WR,LAC,0,0,0,0,0,0,0,44,28,343,23,26,149,79,14,61,14,34,160,86,0,0,0,7.795,12.25,0,0,0,0,0,NA,0,3.143,2,24.5,37.25,0.25,0.106
00-0030288,Rex Burkhead,2019,0,0,0,0,0,0,0,0,0,0,65,302,3,0,18,27,38,279,0,123,229,10,74.1,101.1,13,0,0,0,0,0,0,0,0,0,0,0,0,5,23.231,0.231,0,1.385,0.093,2.077,2.923,21.462,0,9.462,17.615,0.769,0,4.384,0.081,0.03,0.142,5.7,7.777,RB,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,0.046,153,1.82,RB,NE,0,0,0,0,38,164,5,17,16,184,5,192,168,108,22,54,12,259,226,144,0,0,4.316,10.824,11.5,0,0,0,0,3.167,4.316,0.417,1.417,1.333,15.333,RB,NE,0,0,0,0,5,30,3,7,3,28,1,19,81,40,9,25,7,49,178,91,0,0,6,4,9.333,0,0,0,0,0.714,6,0.429,1,0.429,4,11.769,0.248,0.065
00-0030300,Jaron Brown,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,220,2,256,59,10,32,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,27.5,0.25,32,7.375,1.25,0,1.286,0.108,0.102,0.233,4,6,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,1.153,1.628,-0.387,1.088,-1.221,0,0.071,0.071,0.464,0.179,0.214,NA,NA,NA,199,1.11,WR,SEA,0,0,0,0,0,0,0,7,2,15,0,106,82,45,14,21,6,258,217,136,0,0,0,2.143,7.5,0,0,0,0,0,NA,0,1.167,0.333,2.5,WR,SEA,0,0,0,0,0,0,0,13,7,81,7,17,61,35,9,27,6,49,151,80,0,0,0,6.231,11.571,0,0,0,0,0,NA,0,2.167,1.167,13.5,24.875,0.141,0.05
00-0030404,Chris Thompson,2019,0,0,0,0,0,0,0,0,0,0,37,138,0,0,7,42,58,378,0,101,337,16,51.6,93.6,11,0,0,0,0,0,0,0,0,0,0,0,0,3.364,12.545,0,0,0.636,-0.657,3.818,5.273,34.364,0,9.182,30.636,1.455,0,1.946,0.167,0.04,0.279,4.691,8.509,RB,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,37,0.081,221,1.71,RB,WAS,0,0,0,0,17,76,2,18,14,94,4,160,123,69,20,27,11,224,167,93,0,0,4.471,5.222,6.714,0,0,0,0,1.545,4.471,0.182,1.636,1.273,8.545,RB,WAS,0,0,0,0,4,16,1,18,11,86,3,12,99,45,4,28,10,23,156,68,0,0,4,4.778,7.818,0,0,0,0,0.4,4,0.1,1.8,1.1,8.6,20.091,0.262,0.072
00-0030414,Spencer Ware,2019,0,0,0,0,0,0,0,0,0,0,17,51,0,0,3,5,7,22,0,2,15,1,7.3,12.3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.667,17,0,0,1,-0.395,1.667,2.333,7.333,0,0.667,5,0.333,0,4.822,0.07,0.002,0.106,2.433,4.1,RB,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0.059,41,0.54,RB,KC,0,0,0,0,9,35,0,1,1,4,0,51,39,29,4,15,3,211,245,163,0,0,3.889,4,4,0,0,0,0,3,3.889,0,0.333,0.333,1.333,RB,KC,0,0,0,0,3,9,2,3,3,15,1,7,31,19,4,13,3,37,151,84,0,0,3,5,5,0,0,0,0,1,3,0.667,1,1,5,13.667,0.171,0.024
00-0030431,Robert Woods,2019,0,0,0,0,0,0,0,0,0,0,17,115,1,0,5,90,139,1134,2,1169,576,54,142.9,232.9,15,0,0,0,0,0,0,0,0,0,0,0,0,1.133,7.667,0.067,0,0.333,0.352,6,9.267,75.6,0.133,77.933,38.4,3.6,0,1.038,0.229,0.256,0.522,9.527,15.527,WR,2,NA,NA,NA,NA,NA,NA,NA,-0.122,-0.061,-0.079,0.267,0.458,0.115,0.072,0.036,0.094,0.345,0.108,0.345,NA,NA,NA,602,1.88,WR,LA,0,0,0,0,11,84,4,50,31,371,17,211,245,152,33,69,15,230,250,153,0,0,7.636,7.42,11.968,0,0,0,0,0.733,7.636,0.267,3.333,2.067,24.733,WR,LA,0,0,0,0,0,0,0,37,25,356,17,28,145,78,13,55,13,43,166,90,0,0,0,9.622,14.24,0,0,0,0,0,NA,0,2.846,1.923,27.385,40.133,0.231,0.09
00-0030443,Levine Toilolo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,-3,13,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,-1.5,6.5,0,0,1,0.041,-0.013,0.053,0.5,1.5,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.067,0
00-0030456,Giovani Bernard,2019,0,0,0,0,0,0,0,0,0,0,53,170,0,0,10,30,43,234,0,6,220,7,38.4,68.4,16,0,0,0,0,0,0,0,0,0,0,0,0,3.312,10.625,0,0,0.625,-0.966,1.875,2.688,14.625,0,0.375,13.75,0.438,0,-2.561,0.075,0,0.112,2.4,4.275,RB,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,53,0.189,262,0.89,RB,CIN,0,0,0,0,26,101,4,15,10,78,3,186,217,121,24,52,14,214,242,135,0,0,3.885,5.2,7.8,0,0,0,0,1.857,3.885,0.286,1.071,0.714,5.571,RB,CIN,0,0,0,0,7,13,0,14,11,101,2,32,155,79,17,52,13,37,185,89,0,0,1.857,7.214,9.182,0,0,0,0,0.538,1.857,0,1.077,0.846,7.769,16.375,0.164,0.027
00-0030465,Kenjon Barner,2019,1,1,3,0,0,0,0,-4,7,0,4,28,0,0,1,6,8,22,0,-3,27,1,11.12,17.12,8,0.125,0.125,0.375,0,0,0,0,-0.5,0.875,0,-0.019,0,0.5,3.5,0,0,0.125,0.125,0.75,1,2.75,0,-0.375,3.375,0.125,0,0.518,0.024,-0.001,0.035,1.39,2.14,RB,NA,NA,0,0,0,0,-0.148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,54,0.41,RB,ATL,1,1,3,0,1,6,0,0,0,0,0,16,12,9,1,7,1,215,295,195,3,3,6,0,0,1,1,3,0,1,6,0,0,0,0,RB,ATL,0,0,0,0,0,0,0,2,0,0,0,3,22,10,1,9,2,34,173,94,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,6.75,0.148,0.019
00-0030470,Vance McDonald,2019,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,38,55,273,3,278,172,12,45.5,83.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.143,0,0,0,-0.057,2.714,3.929,19.5,0.214,19.857,12.286,0.857,0,1.522,0.124,0.072,0.236,3.25,5.964,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,0.69,TE,PIT,0,0,0,0,0,0,0,22,14,81,3,142,141,76,11,25,11,224,188,108,0,0,0,3.682,5.786,0,0,0,0,0,NA,0,2,1.273,7.364,TE,PIT,0,0,0,0,0,0,0,17,11,95,4,19,105,67,7,39,10,36,160,90,0,0,0,5.588,8.636,0,0,0,0,0,NA,0,1.7,1.1,9.5,28.143,0.14,0.03
00-0030496,Le'Veon Bell,2019,0,0,0,0,0,0,0,0,0,0,245,789,3,0,36,66,78,461,1,43,440,20,149,215,15,0,0,0,0,0,0,0,0,0,0,0,0,16.333,52.6,0.2,0,2.4,-3.117,4.4,5.2,30.733,0.067,2.867,29.333,1.333,0.067,-1.176,0.172,0.002,0.26,9.933,14.333,RB,9,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,245,0.09,391,1.18,RB,NYJ,0,0,0,0,129,425,9,30,25,183,7,187,190,116,17,47,15,203,205,124,0,0,3.295,6.1,7.32,0,0,0,0,8.6,3.295,0.6,2,1.667,12.2,RB,NYJ,0,0,0,0,31,80,9,18,16,121,6,41,146,70,12,42,14,43,170,81,0,0,2.581,6.722,7.562,0,0,0,0,2.214,2.581,0.643,1.286,1.143,8.643,26.067,0.199,0.051
00-0030506,Travis Kelce,2019,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,97,136,1229,5,1224,410,65,157.3,254.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.25,0.062,0,0.062,0.172,6.062,8.5,76.812,0.312,76.5,25.625,4.062,0,1.132,0.249,0.271,0.563,9.831,15.894,TE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,2.23,TE,KC,0,0,0,0,0,0,0,58,47,610,29,211,245,163,25,76,16,211,245,163,0,0,0,10.517,12.979,0,0,0,0,0,NA,0,3.625,2.938,38.125,TE,KC,0,0,0,0,1,4,1,31,17,203,13,29,140,79,19,59,14,37,151,84,0,0,4,6.548,11.941,0,0,0,0,0.071,4,0.071,2.214,1.214,14.5,34.438,0.247,0.118
00-0030513,Latavius Murray,2019,0,0,0,0,0,0,0,0,0,0,146,637,5,0,38,34,43,235,1,-50,284,9,123.2,157.2,16,0,0,0,0,0,0,0,0,0,0,0,0,9.125,39.812,0.312,0,2.375,-0.27,2.125,2.688,14.688,0.062,-3.125,17.75,0.562,0,-0.212,0.072,-0.015,0.097,7.7,9.825,RB,14,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,146,0.068,198,1.19,RB,NO,0,0,0,0,90,352,7,22,17,122,4,233,234,174,25,86,16,233,234,174,0,0,3.911,5.545,7.176,0,0,0,0,5.625,3.911,0.438,1.375,1.062,7.625,RB,NO,0,0,0,0,9,42,6,4,4,32,2,27,74,41,16,25,8,47,145,85,0,0,4.667,8,8,0,0,0,0,1.125,4.667,0.75,0.5,0.5,4,12.375,0.217,0.045
00-0030520,Mike Glennon,2019,6,10,56,1,0,0,0,112,18,3,2,0,0,2,0,0,0,0,0,0,0,0,4.24,4.24,2,3,5,28,0.5,0,0,0,56,9,1.5,0.523,0.531,1,0,0,1,0,-0.431,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.12,QB,NA,NA,0.503,0,-0.33,0.896,0,-0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,LV,2,1,7,0,1,0,0,0,0,0,0,35,16,10,2,5,2,264,173,121,3.5,7,0,0,0,1,0.5,3.5,0,0.5,0,0,0,0,0,QB,LV,3,1,9,0,0,0,0,0,0,0,0,2,13,6,1,4,1,40,161,98,3,9,0,0,0,3,1,9,0,0,NA,0,0,0,0,NA,NA,NA
00-0030525,Tavon Austin,2019,0,0,0,0,0,0,0,0,0,0,6,47,1,1,2,13,24,177,1,299,85,8,34.4,47.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0.462,3.615,0.077,0.077,0.154,0.218,1,1.846,13.615,0.077,23,6.538,0.615,0,0.52,0.049,0.081,0.13,2.646,3.646,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.164,0,-1.124,-0.152,0.854,0.163,0.25,0,0.042,0.125,0.167,0.417,NA,NA,NA,151,1.17,WR,DAL,0,0,0,0,4,24,1,7,4,39,2,117,132,84,16,45,8,264,229,150,0,0,6,5.571,9.75,0,0,0,0,0.5,6,0.125,0.875,0.5,4.875,WR,DAL,0,0,0,0,1,20,1,6,3,45,3,21,66,39,11,30,6,51,153,88,0,0,20,7.5,15,0,0,0,0,0.167,20,0.167,1,0.5,7.5,11.615,0.159,0.053
00-0030533,Matt Barkley,2019,27,51,359,0,3,2,10,403,156,15,2,-4,0,1,0,0,0,0,0,0,0,0,5.96,5.96,2,13.5,25.5,179.5,0,1.5,1,5,201.5,78,7.5,-5.185,0.911,1,-2,0,0.5,0,-1.233,0,0,0,0,0,0,0,0,0,0,0,0,2.98,2.98,QB,NA,NA,-0.593,-0.947,1.614,-0.122,0.373,-0.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,BUF,23,14,185,9,1,0,0,0,0,0,0,23,40,23,4,14,2,239,220,133,8.043,13.214,0,0,0,11.5,7,92.5,4.5,0.5,0,0,0,0,0,QB,BUF,15,7,122,4,0,0,0,0,0,0,0,3,24,9,1,5,2,59,154,75,8.133,17.429,0,0,0,7.5,3.5,61,2,0,NA,0,0,0,0,NA,NA,NA
00-0030549,Tyler Eifert,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,63,436,3,521,112,24,63.6,106.6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.688,3.938,27.25,0.188,32.562,7,1.5,0.062,1.011,0.104,0.112,0.235,3.975,6.662,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,1.22,TE,CIN,0,0,0,0,0,0,0,13,10,63,1,144,154,88,17,39,10,214,242,135,0,0,0,4.846,6.3,0,0,0,0,0,NA,0,1.3,1,6.3,TE,CIN,0,0,0,0,0,0,0,30,21,230,14,31,156,77,18,52,13,37,185,89,0,0,0,7.667,10.952,0,0,0,0,0,NA,0,2.308,1.615,17.692,22.25,0.177,0.067
00-0030564,DeAndre Hopkins,2019,1,2,6,1,1,0,0,9,6,1,2,18,0,0,2,104,150,1165,7,1517,387,68,164.54,268.54,15,0.067,0.133,0.4,0.067,0.067,0,0,0.6,0.4,0.067,-0.372,0,0.133,1.2,0,0,0.133,0.132,6.933,10,77.667,0.467,101.133,25.8,4.533,0.067,0.841,0.312,0.364,0.723,10.969,17.903,WR,1,NA,0,0,0,0,0,-2.789,0.95,1.206,-0.009,0.118,0.483,0.33,0.067,0.08,0.073,0.307,0.267,0.207,NA,NA,NA,584,1.99,WR,HOU,1,1,6,1,0,0,0,51,34,385,16,245,185,114,34,51,15,259,199,123,6,6,0,7.549,11.324,0.067,0.067,0.4,0.067,0,NA,0,3.4,2.267,25.667,WR,HOU,0,0,0,0,0,0,0,32,22,197,18,36,134,83,20,57,14,41,152,91,0,0,0,6.156,8.955,0,0,0,0,0,NA,0,2.286,1.571,14.071,38.933,0.257,0.116
00-0030578,Cordarrelle Patterson,2019,0,0,0,0,0,0,0,0,0,0,17,103,0,0,4,11,17,83,0,84,72,3,24.6,35.6,12,0,0,0,0,0,0,0,0,0,0,0,0,1.417,8.583,0,0,0.333,0.025,0.917,1.417,6.917,0,7,6,0.25,0,2.864,0.037,0.019,0.068,2.05,2.967,WR,2,NA,NA,NA,NA,NA,NA,NA,-1.239,0,-0.516,0.233,0.387,-0.433,0.059,0,0.059,0.471,0.118,0.294,NA,NA,NA,126,0.66,WR,CHI,0,0,0,0,12,84,2,8,6,22,0,159,164,100,16,32,12,210,224,144,0,0,7,2.75,3.667,0,0,0,0,1,7,0.167,0.667,0.5,1.833,WR,CHI,0,0,0,0,2,-1,0,5,1,33,1,14,62,34,4,22,5,41,176,93,0,0,-0.5,6.6,33,0,0,0,0,0.4,-0.5,0,1,0.2,6.6,10.5,0.135,0.024
00-0030663,Willie Snead,2019,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,31,46,339,5,409,126,20,64.1,95.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,-0.089,1.938,2.875,21.188,0.312,25.562,7.875,1.25,0,1.084,0.112,0.114,0.248,4.006,5.944,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1.087,-2.607,1.372,0.369,-0.364,0.065,0.043,0.043,0.217,0.37,0.261,NA,NA,NA,NA,NA,WR,BAL,0,0,0,0,1,2,0,15,8,114,4,215,113,76,34,27,11,315,172,107,0,0,2,7.6,14.25,0,0,0,0,0.091,2,0,1.364,0.727,10.364,WR,BAL,0,0,0,0,1,0,0,11,7,62,5,55,84,48,28,37,11,75,112,63,0,0,0,5.636,8.857,0,0,0,0,0.091,0,0,1,0.636,5.636,NA,NA,NA
